seri_no,ram_gb,kamera_mp,ekran_boyutu,batarya_mah,storage_gb,cihaz_fiyat,cikis_yili,cihaz_durum_puan,segment_puan,cihaz_model
1,6.0,12.0,6.7,3687.0,512.0,34999,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,36659,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,36677,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,38698,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,38999,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,512.0,41999,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,31724,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,32949,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,31049,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,31499,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,32699,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,32711,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,32711,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,33290,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,33369,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,34309,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,34779,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,34807,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,35531,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,35625,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,36640,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,37051,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,39499,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,39999,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,256.0,40739,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,29740,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,30561,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,28866,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,29199,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,29740,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,30544,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,30589,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,30889,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,31399,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,31489,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,32147,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,32429,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,32537,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,32537,2020.0,3,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,33949,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,35577,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,35683,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,36999,2020.0,4,5,12.0
1,6.0,12.0,6.7,3687.0,128.0,40999,2020.0,4,5,12.0
1,6.0,12.0,6.1,2815.0,512.0,29985,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,31669,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,29843,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,30492,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,31207,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,32523,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,35408,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,36099,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,36399,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,36399,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,512.0,42749,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,28132,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,28269,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,26225,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,27071,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,27823,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,27954,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,28744,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,28817,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,28999,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,29709,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,30643,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,30699,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,30899,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,30999,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,31695,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,32199,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,32630,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,32682,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,33367,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,33399,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,34699,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,36859,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,256.0,37999,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,25619,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27199,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,25379,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,25599,2020.0,3,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,25943,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,25949,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,26218,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,26249,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27165,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27259,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27399,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27644,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27729,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,27993,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,28099,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,28614,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,31899,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,32699,2020.0,4,4,12.0
1,6.0,12.0,6.1,2815.0,128.0,35999,2020.0,4,4,12.0
1,4.0,12.0,6.1,2815.0,256.0,22502,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,22549,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,20679,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,21619,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,22099,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,22499,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,22991,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,23327,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,23499,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,23958,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,23987,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,24349,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,24974,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,25636,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,27599,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,27899,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,27999,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,28199,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,28499,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,256.0,28499,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20086,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20549,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,18552,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,18580,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,19099,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,19899,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20321,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20321,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20369,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20491,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20585,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20599,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20679,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20727,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20863,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,20999,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,21174,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,21387,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,22531,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,24249,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,24799,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,128.0,25999,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17140,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17671,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,16799,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17109,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17109,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17299,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17639,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17709,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17749,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17847,2020.0,3,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,17858,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18021,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18047,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18141,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18235,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18329,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18428,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18623,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18720,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,18943,2020.0,4,2,12.0
1,4.0,12.0,6.1,2815.0,64.0,23999,2020.0,4,2,12.0
0,4.0,12.0,6.5,3969.0,256.0,21431,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,21882,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,19199,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,20299,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,21431,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,22559,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,22893,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,22999,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,23199,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,23899,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,24209,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,24861,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,25849,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,26149,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,256.0,27159,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17389,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17999,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17323,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17389,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17840,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,17859,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18149,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18235,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18322,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18349,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18429,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18499,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18499,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18611,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18827,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,18889,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,19340,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,19399,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,19949,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,20369,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,20369,2019.0,3,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,21339,2019.0,4,5,11.0
0,4.0,12.0,6.5,3969.0,64.0,21367,2019.0,4,5,11.0
0,4.0,12.0,5.8,3046.0,512.0,22747,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,24499,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,22338,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,22499,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,23029,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,25349,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,512.0,29099,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,18987,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,19999,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,18228,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,19269,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,19363,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,19600,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,19739,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,20109,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,20359,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,20599,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,20679,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,20799,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,21619,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,256.0,23999,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,16853,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17146,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,16494,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17107,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17107,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17284,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17313,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17339,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17389,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17599,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17699,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17849,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,17859,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,18705,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,18799,2019.0,3,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,18799,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,19302,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,19399,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,19899,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,21399,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,21699,2019.0,4,4,11.0
0,4.0,12.0,5.8,3046.0,64.0,21999,2019.0,4,4,11.0
0,4.0,12.0,6.1,3110.0,256.0,14851,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15799,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,14553,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,14869,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15299,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15415,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15449,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15749,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15799,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15866,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,15866,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,16853,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,17500,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,17686,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,19199,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,19699,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,256.0,20699,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12463,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13259,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12089,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12649,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12649,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12725,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12783,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12861,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,12909,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13065,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13121,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13159,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13159,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13253,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13440,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13499,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13540,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13540,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13577,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,13870,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,128.0,21199,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10809,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11449,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10328,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10709,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10809,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10822,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10909,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,10978,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11091,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11185,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11251,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11278,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11328,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11373,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11445,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11467,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11485,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11609,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11609,2019.0,3,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11638,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11639,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,11699,2019.0,4,2,11.0
0,4.0,12.0,6.1,3110.0,64.0,19999,2019.0,4,2,11.0
