seri_no,ram_gb,kamera_mp,ekran_boyutu,batarya_mah,storage_gb,cihaz_fiyat,cikis_yili,cihaz_durum_puan,segment_puan,cihaz_model
12,8.0,48.0,6.1,3561.0,128.0,69999,2024.0,4,2,16.0
12,8.0,48.0,6.1,3561.0,128.0,72499,2024.0,4,2,16.0
12,8.0,48.0,6.1,3561.0,128.0,70299,2024.0,3,2,16.0
12,8.0,48.0,6.1,3561.0,256.0,68597,2024.0,4,2,16.0
12,8.0,48.0,6.1,3561.0,512.0,78699,2024.0,4,2,16.0
12,8.0,48.0,6.1,3561.0,256.0,73299,2024.0,3,2,16.0
12,8.0,48.0,6.1,3561.0,256.0,75599,2024.0,4,2,16.0
11,8.0,48.0,6.7,4422.0,256.0,84598,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,256.0,82148,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,256.0,85879,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,256.0,86549,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,512.0,89999,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,256.0,82599,2023.0,3,5,15.0
11,8.0,48.0,6.7,4422.0,1024.0,93999,2023.0,4,5,15.0
11,8.0,48.0,6.7,4422.0,1024.0,96500,2023.0,4,5,15.0
10,6.0,48.0,6.7,4323.0,128.0,63888,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,256.0,68395,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,128.0,65000,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,128.0,62590,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,256.0,68888,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,256.0,69899,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,128.0,62549,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,256.0,63999,2022.0,3,5,14.0
10,6.0,48.0,6.7,4323.0,1024.0,75447,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,512.0,70848,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,256.0,71999,2022.0,4,5,14.0
10,6.0,48.0,6.7,4323.0,128.0,62349,2022.0,3,5,14.0
9,4.0,12.0,6.1,3227.0,128.0,32799,2021.0,4,2,13.0
9,4.0,12.0,6.1,3227.0,128.0,32000,2021.0,4,2,13.0
9,4.0,12.0,6.1,3227.0,128.0,32849,2021.0,4,2,13.0
9,4.0,12.0,6.1,3227.0,128.0,32999,2021.0,4,2,13.0
9,4.0,12.0,6.1,3227.0,128.0,32845,2021.0,4,2,13.0
9,4.0,12.0,6.1,3227.0,256.0,35499,2021.0,4,2,13.0
5,8.0,48.0,6.9,4685.0,1024.0,105561,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,1024.0,106990,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,1024.0,104900,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,1024.0,109499,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,100990,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,102299,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,99630,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,100570,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,101990,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,102999,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,103399,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,103499,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,109999,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,512.0,112999,2024.0,4,5,16.0
5,8.0,48.0,6.3,3582.0,256.0,90990,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,93499,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,89769,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,90709,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,91990,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,256.0,94000,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,84900,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,84995,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,84815,2024.0,3,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,86808,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,87889,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,87990,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,93999,2024.0,4,4,16.0
5,8.0,48.0,6.3,3582.0,128.0,95999,2024.0,4,4,16.0
5,8.0,48.0,6.7,4674.0,128.0,64879,2024.0,4,3,16.0
5,8.0,48.0,6.7,4674.0,128.0,62990,2024.0,3,3,16.0
5,8.0,48.0,6.7,4674.0,256.0,64990,2024.0,4,3,16.0
5,8.0,48.0,6.7,4674.0,256.0,66499,2024.0,4,3,16.0
5,8.0,48.0,6.7,4674.0,256.0,63440,2024.0,3,3,16.0
4,8.0,48.0,6.7,4441.0,512.0,74499,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,75199,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,72943,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,74199,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,74999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,75669,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,76139,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,77949,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,77999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,78019,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,78181,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,78490,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,79695,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,79899,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,79999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,80810,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,81807,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,82545,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,82992,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,87677,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,88599,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,88899,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,512.0,89499,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,69999,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,71436,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,66261,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,69999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,71499,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,71999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,72999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,73319,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,74259,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,74490,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,74696,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,74729,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,74999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,75999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,77114,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,77799,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,79024,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,80208,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,83399,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,83999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,256.0,89199,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,77999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,78413,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,74999,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,78999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,79999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,80839,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,82999,2023.0,3,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,83998,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,84777,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,85999,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,92399,2023.0,4,5,15.0
4,8.0,48.0,6.7,4441.0,1024.0,92999,2023.0,4,5,15.0
4,8.0,48.0,6.1,3274.0,512.0,66123,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,67999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,65999,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,69183,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,71011,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,72506,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,72900,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,73199,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,75999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,79999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,80399,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,80699,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,80999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,512.0,90199,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,63825,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,63999,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,62199,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,65329,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,65329,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,65499,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,65799,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,65949,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,66119,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,66499,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,66832,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,66936,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,67083,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,67084,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,67459,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,67724,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,67800,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,68529,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,70649,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,71109,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,73099,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,73999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,75099,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,75399,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,75999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,76241,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,256.0,89999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,71345,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,74900,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,67999,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,75775,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,75999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,87699,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,1024.0,87999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,61324,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,61379,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,58599,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,60099,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,60999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,61799,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,61999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,62199,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,63281,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,63363,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,63919,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,63919,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,63999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,64454,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,64697,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,64999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,65298,2023.0,3,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,65451,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,66201,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,67016,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,67999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,68999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,71399,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,71999,2023.0,4,4,15.0
4,8.0,48.0,6.1,3274.0,128.0,88999,2023.0,4,4,15.0
4,6.0,48.0,6.7,4383.0,512.0,63529,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,512.0,67499,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,512.0,62570,2023.0,3,3,15.0
4,6.0,48.0,6.7,4383.0,512.0,69523,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,48849,2023.0,3,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,48999,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,47899,2023.0,3,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,48849,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,52999,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,54331,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,54575,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,54775,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,56808,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,57788,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,57999,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,58999,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,61399,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,61599,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,61699,2023.0,4,3,15.0
4,6.0,48.0,6.7,4383.0,256.0,61999,2023.0,4,3,15.0
4,6.0,48.0,6.1,3349.0,512.0,54964,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,512.0,56999,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,512.0,48949,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,512.0,58399,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,512.0,58699,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,512.0,60459,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,41932,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,42490,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,41040,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,43599,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,43599,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,44199,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,44609,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,44999,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,45799,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,46698,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,46699,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,46999,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,47831,2023.0,4,2,15.0
4,6.0,12.0,6.1,3274.0,256.0,48597,2022.0,4,2,14.0
4,6.0,48.0,6.1,3349.0,256.0,48597,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,48597,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,48899,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,48999,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,49819,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,50499,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,53899,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,54199,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,256.0,54499,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,39958,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,40198,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,39108,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,39749,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,40942,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41048,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41134,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41199,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41224,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41224,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41443,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41593,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41599,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,41599,2023.0,3,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42421,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42449,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42459,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42465,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42483,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,42766,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,43542,2023.0,4,2,15.0
4,6.0,48.0,6.1,3349.0,128.0,43779,2023.0,4,2,15.0
3,6.0,48.0,6.7,4323.0,512.0,57442,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,59999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,56493,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,58949,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,59219,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,61594,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,61999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,62799,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,62999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,63167,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,67499,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,68999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,69499,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,70999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,512.0,70999,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,57442,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,61691,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,55649,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,62999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,64860,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,66199,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,68275,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,69099,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,1024.0,71909,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,50684,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,52999,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,49913,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,51229,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,52599,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,52999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,53203,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,54490,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,54599,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,54707,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,54707,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,55299,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,55885,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,55929,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,55999,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,56599,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,57335,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,57714,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,58158,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,59109,2022.0,3,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,59453,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,59683,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,60090,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,62499,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,63049,2022.0,4,5,14.0
3,6.0,48.0,6.7,4323.0,128.0,83199,2022.0,4,5,14.0
3,6.0,48.0,6.1,3200.0,512.0,54999,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,55741,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,54799,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,56499,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,56643,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,56781,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,56999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,58015,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,58499,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,59669,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,59999,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,60999,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,60999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,61851,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,62999,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,62999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,64858,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,65099,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,65499,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,512.0,65799,2022.0,4,4,14.0
5,8.0,48.0,6.9,4685.0,256.0,90116,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,91085,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,89999,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,93999,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,94995,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,94995,2024.0,3,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,95738,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,96716,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,96898,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,96899,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,98163,2024.0,4,5,16.0
5,8.0,48.0,6.9,4685.0,256.0,106999,2024.0,4,5,16.0
3,6.0,48.0,6.1,3200.0,256.0,50330,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,51999,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,49913,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,50349,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,51887,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,52049,2022.0,4,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,52049,2022.0,3,4,14.0
3,6.0,48.0,6.1,3200.0,256.0,53099,2022.0,4,4,14.0
